cli_document,recencia,frequencia,monetario,R,F,M,rfm_score,rfm_total,segmento
CLI_7ED91DD5,179,2,414.14,3,5,5,355,13,Skin Glow
CLI_7ED9F8B2,416,1,215.92,2,2,3,223,7,Skin SOS
CLI_7EDB3BB0,387,1,381.18,2,2,4,224,8,Skin SOS
CLI_7EDBF6A5,205,1,251.1,3,2,4,324,9,Skin Bloom
CLI_7EDD1913,85,1,209.79,4,2,3,423,9,Skin Bloom
CLI_7EDDBD1F,94,1,82.13,4,2,1,421,7,Skin Bloom
CLI_7EDDE87C,33,3,341.31,5,5,4,554,14,Skin Glow
CLI_7EDE261F,136,1,178.9,4,2,3,423,9,Skin Bloom
CLI_7EDF4D88,511,1,148.6,1,2,2,122,5,Skin SOS
CLI_7EE06BC1,377,1,92.7,2,2,1,221,5,Skin SOS
CLI_7EE1E217,450,2,189.26999999999998,1,5,3,153,9,Skin Bloom
CLI_7EE1F420,336,1,303.28,2,2,4,224,8,Skin SOS
CLI_7EE79C35,127,1,69.34,4,2,1,421,7,Skin Bloom
CLI_7EE79FA7,215,1,275.49,3,2,4,324,9,Skin Bloom
CLI_7EE8BA02,487,1,235.85,1,2,3,123,6,Skin SOS
CLI_7EEA1074,508,1,169.84,1,2,3,123,6,Skin SOS
CLI_7EED3A3E,240,1,243.2,3,2,3,323,8,Skin Bloom
CLI_7EEE52A7,233,1,161.38,3,2,2,322,7,Skin Bloom
CLI_7EEF5B1B,308,1,237.84,2,2,3,223,7,Skin SOS
CLI_7EEFC95D,33,1,600.2,5,2,5,525,12,Skin Bloom
CLI_7EEFFDF9,421,1,151.77,2,2,2,222,6,Skin SOS
CLI_7EF02480,392,1,133.81,2,2,2,222,6,Skin SOS
CLI_7EF1756B,29,1,57.44,5,2,1,521,8,Skin Bloom
CLI_7EF23B2A,414,2,659.3399999999999,2,5,5,255,12,Skin Bloom
CLI_7EF36623,340,1,269.5,2,2,4,224,8,Skin SOS
CLI_7EF3C646,239,1,644.7,3,2,5,325,10,Skin Bloom
CLI_7EF49145,30,2,928.76,5,5,5,555,15,Skin Glow
CLI_7EF51B2F,440,1,127.88,1,2,2,122,5,Skin SOS
CLI_7EF56AE5,203,1,130.42,3,2,2,322,7,Skin Bloom
CLI_7EF6947F,474,1,127.88,1,2,2,122,5,Skin SOS
CLI_7EF7CB9A,361,1,130.19,2,2,2,222,6,Skin SOS
CLI_7EF80262,507,1,167.91,1,2,3,123,6,Skin SOS
CLI_7EF84C67,53,2,209.03000000000003,4,5,3,453,12,Skin Glow
CLI_7EF883F2,72,1,129.79,4,2,2,422,8,Skin Bloom
CLI_7EFC7858,138,1,159.3,4,2,2,422,8,Skin Bloom
CLI_7EFE7543,85,1,79.61,4,2,1,421,7,Skin Bloom
CLI_7F0056A5,40,1,252.63,5,2,4,524,11,Skin Bloom
CLI_7F019050,29,2,1486.33,5,5,5,555,15,Skin Glow
CLI_7F01A253,298,1,188.93,3,2,3,323,8,Skin Bloom
CLI_7F02A1A1,414,1,80.6,2,2,1,221,5,Skin SOS
CLI_7F02F5D7,99,1,390.55,4,2,4,424,10,Skin Bloom
CLI_7F088551,55,1,129.1,4,2,2,422,8,Skin Bloom
CLI_7F0973A6,407,2,736.4200000000001,2,5,5,255,12,Skin Bloom
CLI_7F0A7983,129,1,294.62,4,2,4,424,10,Skin Bloom
CLI_7F0BC0A5,153,1,145.84,4,2,2,422,8,Skin Bloom
CLI_7F0BC4C5,130,2,160.73000000000002,4,5,2,452,11,Skin Glow
CLI_7F0C3D92,402,1,536.24,2,2,5,225,9,Skin SOS
CLI_7F0CD4F7,474,1,96.34,1,2,1,121,4,Skin SOS
CLI_7F0EA503,292,1,269.93,3,2,4,324,9,Skin Bloom
CLI_7F0F8355,149,2,637.19,4,5,5,455,14,Skin Glow
CLI_7F1085E6,275,1,127.89,3,2,2,322,7,Skin Bloom
CLI_7F10BF1D,130,1,221.37,4,2,3,423,9,Skin Bloom
CLI_7F129DB7,86,1,110.91,4,2,1,421,7,Skin Bloom
CLI_7F139F68,81,3,644.25,4,5,5,455,14,Skin Glow
CLI_7F16B8CF,33,2,614.8199999999999,5,5,5,555,15,Skin Glow
CLI_7F176B37,498,1,209.79,1,2,3,123,6,Skin SOS
CLI_7F18B97A,387,1,72.7,2,2,1,221,5,Skin SOS
CLI_7F1A0B64,530,1,158.55,1,2,2,122,5,Skin SOS
CLI_7F1DED90,34,1,189.77,5,2,3,523,10,Skin Bloom
CLI_7F1E6E6C,419,1,167.3,2,2,3,223,7,Skin SOS
CLI_7F2016BB,286,1,266.29,3,2,4,324,9,Skin Bloom
CLI_7F21B226,169,1,155.86,3,2,2,322,7,Skin Bloom
CLI_7F23C8A3,299,1,885.7,3,2,5,325,10,Skin Bloom
CLI_7F24E70B,18,3,886.1600000000001,5,5,5,555,15,Skin Glow
CLI_7F26B987,404,1,268.8,2,2,4,224,8,Skin SOS
CLI_7F28968C,154,1,152.2,4,2,2,422,8,Skin Bloom
CLI_7F2919E4,147,1,83.5,4,2,1,421,7,Skin Bloom
CLI_7F2985A1,414,1,108.92,2,2,1,221,5,Skin SOS
CLI_7F29D1DA,141,2,252.07,4,5,4,454,13,Skin Glow
CLI_7F2D7190,281,1,133.7,3,2,2,322,7,Skin Bloom
CLI_7F2DA39A,382,1,89.2,2,2,1,221,5,Skin SOS
CLI_7F2E0FA8,55,4,1083.6399999999999,4,5,5,455,14,Skin Glow
CLI_7F312AAC,497,1,301.33,1,2,4,124,7,Skin SOS
CLI_7F31338A,394,2,714.46,2,5,5,255,12,Skin Bloom
CLI_7F32DFED,420,1,76.93,2,2,1,221,5,Skin SOS
CLI_7F33DC98,11,2,1167.16,5,5,5,555,15,Skin Glow
CLI_7F34D8F3,324,1,202.08,2,2,3,223,7,Skin SOS
CLI_7F364385,406,1,170.8,2,2,3,223,7,Skin SOS
CLI_7F36AF5B,172,4,623.39,3,5,5,355,13,Skin Glow
CLI_7F38ECF9,478,1,139.8,1,2,2,122,5,Skin SOS
CLI_7F3901DA,209,1,116.96,3,2,1,321,6,Skin Bloom
CLI_7F399818,400,1,251.32,2,2,4,224,8,Skin SOS
CLI_7F3AABA6,33,3,2241.58,5,5,5,555,15,Skin Glow
CLI_7F3C13F4,33,1,92.44,5,2,1,521,8,Skin Bloom
CLI_7F3CF584,56,1,369.0,4,2,4,424,10,Skin Bloom
CLI_7F3E4454,286,1,133.23,3,2,2,322,7,Skin Bloom
CLI_7F3EE934,343,1,148.9,2,2,2,222,6,Skin SOS
CLI_7F41CD65,546,1,127.88,1,2,2,122,5,Skin SOS
CLI_7F42D434,277,1,104.09,3,2,1,321,6,Skin Bloom
CLI_7F4526FC,384,1,163.2,2,2,3,223,7,Skin SOS
CLI_7F45568A,31,1,63.94,5,2,1,521,8,Skin Bloom
CLI_7F45CB76,292,1,165.32,3,2,3,323,8,Skin Bloom
CLI_7F45D152,11,6,2357.15,5,5,5,555,15,Skin Glow
CLI_7F45EA25,496,1,129.9,1,2,2,122,5,Skin SOS
CLI_7F464A89,362,1,177.89,2,2,3,223,7,Skin SOS
CLI_7F483611,453,1,635.64,1,2,5,125,8,Skin SOS
CLI_7F4A748C,34,2,453.74,5,5,5,555,15,Skin Glow
CLI_7F4A9CF0,258,1,69.93,3,2,1,321,6,Skin Bloom
CLI_7F4B9162,403,1,112.67,2,2,1,221,5,Skin SOS
CLI_7F51BBAD,401,2,530.07,2,5,5,255,12,Skin Bloom
CLI_7F55844A,112,1,159.3,4,2,2,422,8,Skin Bloom
CLI_7F56D5CB,166,1,159.98,4,2,2,422,8,Skin Bloom
CLI_7F575056,145,2,369.43,4,5,4,454,13,Skin Glow
CLI_7F5899FC,65,2,334.23,4,5,4,454,13,Skin Glow
CLI_7F595F9A,400,1,414.24,2,2,5,225,9,Skin SOS
CLI_7F5C61E1,155,1,236.15,4,2,3,423,9,Skin Bloom
CLI_7F60450A,281,3,298.75,3,5,4,354,12,Skin Glow
CLI_7F61E2CB,356,1,171.83,2,2,3,223,7,Skin SOS
CLI_7F6313AA,15,1,73.87,5,2,1,521,8,Skin Bloom
CLI_7F636915,525,1,69.8,1,2,1,121,4,Skin SOS
CLI_7F6C326E,230,1,121.75,3,2,1,321,6,Skin Bloom
CLI_7F6DC5E3,212,3,792.7,3,5,5,355,13,Skin Glow
CLI_7F6E66B9,341,1,180.63,2,2,3,223,7,Skin SOS
CLI_7F6F69F4,198,1,146.77,3,2,2,322,7,Skin Bloom
CLI_7F71522E,210,1,70.04,3,2,1,321,6,Skin Bloom
CLI_7F7338BA,291,4,917.75,3,5,5,355,13,Skin Glow
CLI_7F7452E0,388,3,699.3,2,5,5,255,12,Skin Bloom
CLI_7F74D3C2,15,1,65.96,5,2,1,521,8,Skin Bloom
CLI_7F761F23,199,1,167.25,3,2,3,323,8,Skin Bloom
CLI_7F76494B,401,1,340.62,2,2,4,224,8,Skin SOS
CLI_7F76F54E,258,2,382.4,3,5,4,354,12,Skin Glow
CLI_7F7B7EA9,36,4,504.37,5,5,5,555,15,Skin Glow
CLI_7F7C8A37,435,1,199.9,1,2,3,123,6,Skin SOS
CLI_7F7DAC03,461,1,348.82,1,2,4,124,7,Skin SOS
CLI_7F7ECFB9,357,1,150.19,2,2,2,222,6,Skin SOS
CLI_7F7EE28A,48,1,133.86,5,2,2,522,9,Skin Bloom
CLI_7F7F0564,95,1,227.24,4,2,3,423,9,Skin Bloom
CLI_7F84FD58,207,1,130.2,3,2,2,322,7,Skin Bloom
CLI_7F8513B2,400,1,135.4,2,2,2,222,6,Skin SOS
CLI_7F861345,484,1,248.26,1,2,3,123,6,Skin SOS
CLI_7F87BD4B,291,1,230.32,3,2,3,323,8,Skin Bloom
CLI_7F87DB36,262,1,333.83,3,2,4,324,9,Skin Bloom
CLI_7F890A8C,531,1,483.48,1,2,5,125,8,Skin SOS
CLI_7F8A1C9B,264,1,349.81,3,2,4,324,9,Skin Bloom
CLI_7F8C5E78,33,1,54.31,5,2,1,521,8,Skin Bloom
CLI_7F8E3C3F,401,1,179.43,2,2,3,223,7,Skin SOS
CLI_7F8F4227,306,1,143.8,3,2,2,322,7,Skin Bloom
CLI_7F901419,424,1,371.74,2,2,4,224,8,Skin SOS
CLI_7F93F20B,47,1,66.93,5,2,1,521,8,Skin Bloom
CLI_7F95D3C6,455,1,509.26,1,2,5,125,8,Skin SOS
CLI_7F97F322,235,1,1263.47,3,2,5,325,10,Skin Bloom
CLI_7F987E78,214,2,976.04,3,5,5,355,13,Skin Glow
CLI_7F993E9D,270,1,132.91,3,2,2,322,7,Skin Bloom
CLI_7F9AD9A7,140,1,291.01,4,2,4,424,10,Skin Bloom
CLI_7F9C3CBC,306,1,98.61,3,2,1,321,6,Skin Bloom
CLI_7F9DF38F,220,1,279.0,3,2,4,324,9,Skin Bloom
CLI_7F9E697C,244,1,239.0,3,2,3,323,8,Skin Bloom
CLI_7F9EB159,309,1,515.63,2,2,5,225,9,Skin SOS
CLI_7F9EFEE0,401,1,272.84,2,2,4,224,8,Skin SOS
CLI_7FA424C2,9,2,306.03,5,5,4,554,14,Skin Glow
CLI_7FA4921D,423,1,151.07,2,2,2,222,6,Skin SOS
CLI_7FA5407A,27,1,324.86,5,2,4,524,11,Skin Bloom
CLI_7FA6E2DB,32,1,207.59,5,2,3,523,10,Skin Bloom
CLI_7FA83E94,27,1,195.08,5,2,3,523,10,Skin Bloom
CLI_7FA93F18,107,1,194.76,4,2,3,423,9,Skin Bloom
CLI_7FAABDEE,35,1,256.8,5,2,4,524,11,Skin Bloom
CLI_7FAAC07A,316,1,159.75,2,2,2,222,6,Skin SOS
CLI_7FAAE44E,32,1,177.45,5,2,3,523,10,Skin Bloom
CLI_7FAE681D,449,1,217.35,1,2,3,123,6,Skin SOS
CLI_7FAF939E,490,1,141.94,1,2,2,122,5,Skin SOS
CLI_7FB2A3DF,426,2,480.49,2,5,5,255,12,Skin Bloom
CLI_7FB2FA9A,99,1,130.09,4,2,2,422,8,Skin Bloom
CLI_7FB4D31C,129,1,78.17,4,2,1,421,7,Skin Bloom
CLI_7FB66412,339,1,158.6,2,2,2,222,6,Skin SOS
CLI_7FB71CD4,48,4,981.22,5,5,5,555,15,Skin Glow
CLI_7FB75FC9,11,4,865.8900000000001,5,5,5,555,15,Skin Glow
CLI_7FB89C04,489,1,279.8,1,2,4,124,7,Skin SOS
CLI_7FBA6409,403,1,107.1,2,2,1,221,5,Skin SOS
CLI_7FBAA7A7,533,1,390.99,1,2,4,124,7,Skin SOS
CLI_7FBB3FA9,383,1,207.9,2,2,3,223,7,Skin SOS
CLI_7FBD9610,493,1,172.95,1,2,3,123,6,Skin SOS
CLI_7FBE3D1B,420,1,76.93,2,2,1,221,5,Skin SOS
CLI_7FBF13AA,41,1,71.59,5,2,1,521,8,Skin Bloom
CLI_7FC0538D,423,2,681.31,2,5,5,255,12,Skin Bloom
CLI_7FC13EC6,384,1,133.8,2,2,2,222,6,Skin SOS
CLI_7FC2603F,281,1,344.9,3,2,4,324,9,Skin Bloom
CLI_7FC3B8E0,185,1,173.67,3,2,3,323,8,Skin Bloom
CLI_7FC4E393,502,1,168.16,1,2,3,123,6,Skin SOS
CLI_7FC57DC7,333,1,127.12,2,2,1,221,5,Skin SOS
CLI_7FC5FBD0,436,1,200.15,1,2,3,123,6,Skin SOS
CLI_7FC5FDF0,291,2,446.05,3,5,5,355,13,Skin Glow
CLI_7FC78C93,498,1,419.58,1,2,5,125,8,Skin SOS
CLI_7FC7A6C1,358,1,167.61,2,2,3,223,7,Skin SOS
CLI_7FC8AC64,39,3,688.33,5,5,5,555,15,Skin Glow
CLI_7FC8F997,346,1,108.6,2,2,1,221,5,Skin SOS
CLI_7FC9D6AA,58,1,241.04,4,2,3,423,9,Skin Bloom
CLI_7FCD7D62,75,1,344.56,4,2,4,424,10,Skin Bloom
CLI_7FCD9BEC,156,1,159.63,4,2,2,422,8,Skin Bloom
CLI_7FCEFC88,202,1,86.7,3,2,1,321,6,Skin Bloom
CLI_7FD0385A,38,1,187.23,5,2,3,523,10,Skin Bloom
CLI_7FD0E214,22,1,157.99,5,2,2,522,9,Skin Bloom
CLI_7FD1C881,32,2,266.72,5,5,4,554,14,Skin Glow
CLI_7FD2F53D,355,1,263.2,2,2,4,224,8,Skin SOS
CLI_7FD57DFD,69,1,193.03,4,2,3,423,9,Skin Bloom
CLI_7FD97678,22,1,132.33,5,2,2,522,9,Skin Bloom
CLI_7FDA6BB3,7,1,151.58,5,2,2,522,9,Skin Bloom
CLI_7FDD4405,4,1,478.45,5,2,5,525,12,Skin Bloom
CLI_7FDDA9B2,53,1,135.15,4,2,2,422,8,Skin Bloom
CLI_7FDDAB56,372,1,107.48,2,2,1,221,5,Skin SOS
CLI_7FDDCC13,136,4,1209.36,4,5,5,455,14,Skin Glow
CLI_7FE1B67B,489,1,580.6,1,2,5,125,8,Skin SOS
CLI_7FE2D5DA,70,1,146.77,4,2,2,422,8,Skin Bloom
CLI_7FE34A31,485,1,231.72,1,2,3,123,6,Skin SOS
CLI_7FE4B6FA,36,1,71.92,5,2,1,521,8,Skin Bloom
CLI_7FE5E06B,162,1,165.47,4,2,3,423,9,Skin Bloom
CLI_7FE6437E,331,1,369.7,2,2,4,224,8,Skin SOS
CLI_7FE76B0E,403,1,100.08,2,2,1,221,5,Skin SOS
CLI_7FE8AA31,327,1,259.0,2,2,4,224,8,Skin SOS
CLI_7FE9A2BC,384,2,367.95,2,5,4,254,11,Skin Bloom
CLI_7FEA58AE,337,1,93.62,2,2,1,221,5,Skin SOS
CLI_7FEB49A8,130,1,76.11,4,2,1,421,7,Skin Bloom
CLI_7FEE3795,175,2,1447.8,3,5,5,355,13,Skin Glow
CLI_7FF02279,407,1,128.85,2,2,2,222,6,Skin SOS
CLI_7FF50B5F,180,1,186.75,3,2,3,323,8,Skin Bloom
CLI_7FF86883,439,1,220.15,1,2,3,123,6,Skin SOS
CLI_7FF8FEF6,335,1,539.82,2,2,5,225,9,Skin SOS
CLI_7FF99F50,421,1,91.4,2,2,1,221,5,Skin SOS
CLI_7FFA914F,32,1,285.34,5,2,4,524,11,Skin Bloom
CLI_7FFAC020,51,1,78.44,5,2,1,521,8,Skin Bloom
CLI_7FFBB204,37,1,267.68,5,2,4,524,11,Skin Bloom
CLI_7FFDAF0C,474,1,254.9,1,2,4,124,7,Skin SOS
CLI_8000A0C0,47,1,555.88,5,2,5,525,12,Skin Bloom
CLI_8002AEF8,162,1,193.52,4,2,3,423,9,Skin Bloom
CLI_80050972,235,3,1243.54,3,5,5,355,13,Skin Glow
CLI_8005C32D,503,1,319.41,1,2,4,124,7,Skin SOS
CLI_80070351,291,1,80.86,3,2,1,321,6,Skin Bloom
CLI_80071A52,167,1,381.63,3,2,4,324,9,Skin Bloom
CLI_800750BF,41,1,259.72,5,2,4,524,11,Skin Bloom
CLI_8007C03D,64,1,153.95,4,2,2,422,8,Skin Bloom
CLI_800A4BE1,75,1,199.29,4,2,3,423,9,Skin Bloom
CLI_800C5AEA,114,1,100.91,4,2,1,421,7,Skin Bloom
CLI_800D36FF,495,1,518.0,1,2,5,125,8,Skin SOS
CLI_800EE0EC,51,2,253.11,5,5,4,554,14,Skin Glow
CLI_8011B81F,130,1,92.3,4,2,1,421,7,Skin Bloom
CLI_80122D38,512,1,238.36,1,2,3,123,6,Skin SOS
CLI_80143F01,235,1,216.71,3,2,3,323,8,Skin Bloom
CLI_80152B05,32,1,58.92,5,2,1,521,8,Skin Bloom
CLI_80166F16,39,1,62.41,5,2,1,521,8,Skin Bloom
CLI_80167E42,39,1,751.67,5,2,5,525,12,Skin Bloom
CLI_8016F2D5,394,1,136.13,2,2,2,222,6,Skin SOS
CLI_80188FAE,377,1,107.3,2,2,1,221,5,Skin SOS
CLI_801B3B1F,47,1,133.86,5,2,2,522,9,Skin Bloom
CLI_801D995A,147,2,797.3299999999999,4,5,5,455,14,Skin Glow
CLI_801E5EBA,48,1,170.6,5,2,3,523,10,Skin Bloom
CLI_801FAC5F,36,2,298.54,5,5,4,554,14,Skin Glow
CLI_80256726,79,2,1133.45,4,5,5,455,14,Skin Glow
CLI_8027944C,501,1,122.89,1,2,1,121,4,Skin SOS
CLI_80279D8D,333,2,610.54,2,5,5,255,12,Skin Bloom
CLI_80280939,420,1,143.85,2,2,2,222,6,Skin SOS
CLI_80292A63,35,1,386.65,5,2,4,524,11,Skin Bloom
CLI_802C5180,78,3,389.02000000000004,4,5,4,454,13,Skin Glow
CLI_802D2FD2,13,1,139.55,5,2,2,522,9,Skin Bloom
CLI_80303B85,302,1,160.84,3,2,2,322,7,Skin Bloom
CLI_80317E9F,498,1,209.79,1,2,3,123,6,Skin SOS
CLI_80343A11,77,1,260.92,4,2,4,424,10,Skin Bloom
CLI_8034DD08,264,1,89.91,3,2,1,321,6,Skin Bloom
CLI_803A9C29,135,1,259.4,4,2,4,424,10,Skin Bloom
CLI_803BA509,498,1,209.79,1,2,3,123,6,Skin SOS
CLI_803D286D,302,2,808.31,3,5,5,355,13,Skin Glow
CLI_803E02F8,238,2,265.02,3,5,4,354,12,Skin Glow
CLI_803F93B3,205,1,122.08,3,2,1,321,6,Skin Bloom
CLI_803FD6E1,493,1,45.49,1,2,1,121,4,Skin SOS
CLI_80406D44,533,1,119.18,1,2,1,121,4,Skin SOS
CLI_804196FC,291,1,88.62,3,2,1,321,6,Skin Bloom
CLI_80419D9E,107,1,138.18,4,2,2,422,8,Skin Bloom
CLI_8041AF2A,439,1,93.62,1,2,1,121,4,Skin SOS
CLI_8041CAF4,199,1,269.02,3,2,4,324,9,Skin Bloom
CLI_804243B2,393,1,179.82,2,2,3,223,7,Skin SOS
CLI_8043A809,525,1,155.08,1,2,2,122,5,Skin SOS
CLI_8044B120,130,2,259.3,4,5,4,454,13,Skin Glow
CLI_80451A4B,130,1,269.54,4,2,4,424,10,Skin Bloom
CLI_8047A804,223,1,159.0,3,2,2,322,7,Skin Bloom
CLI_8047DF7C,426,2,766.04,2,5,5,255,12,Skin Bloom
CLI_804ACF51,448,1,106.02,1,2,1,121,4,Skin SOS
CLI_804AD88A,305,1,98.61,3,2,1,321,6,Skin Bloom
CLI_804CEC76,442,1,183.89,1,2,3,123,6,Skin SOS
CLI_804D73AD,152,2,294.64,4,5,4,454,13,Skin Glow
CLI_804FAEA7,26,7,2935.34,5,5,5,555,15,Skin Glow
CLI_804FDC5D,32,3,846.9499999999999,5,5,5,555,15,Skin Glow
CLI_80505AA2,546,1,287.9,1,2,4,124,7,Skin SOS
CLI_80513CB4,32,2,216.57999999999998,5,5,3,553,13,Skin Glow
CLI_8051B6CC,48,1,66.93,5,2,1,521,8,Skin Bloom
CLI_8051FECD,95,1,137.23,4,2,2,422,8,Skin Bloom
CLI_80526D06,101,2,162.20999999999998,4,5,2,452,11,Skin Glow
CLI_8054FE00,190,1,145.64,3,2,2,322,7,Skin Bloom
CLI_805701C4,423,1,137.7,2,2,2,222,6,Skin SOS
CLI_8059938A,138,1,140.6,4,2,2,422,8,Skin Bloom
CLI_80599404,156,1,79.61,4,2,1,421,7,Skin Bloom
CLI_8059FA1A,403,1,126.71,2,2,1,221,5,Skin SOS
CLI_805B6D3F,498,1,139.86,1,2,2,122,5,Skin SOS
CLI_805DA8B7,46,2,514.79,5,5,5,555,15,Skin Glow
CLI_80603DB3,130,1,150.14,4,2,2,422,8,Skin Bloom
CLI_80626229,450,1,203.15,1,2,3,123,6,Skin SOS
CLI_80632316,383,1,382.26,2,2,4,224,8,Skin SOS
CLI_806391B9,129,3,763.93,4,5,5,455,14,Skin Glow
CLI_80639F46,190,1,149.82,3,2,2,322,7,Skin Bloom
CLI_80655E03,426,1,293.7,2,2,4,224,8,Skin SOS
CLI_80675487,414,2,747.4300000000001,2,5,5,255,12,Skin Bloom
CLI_806779E0,257,1,312.07,3,2,4,324,9,Skin Bloom
CLI_80678396,446,1,96.91,1,2,1,121,4,Skin SOS
CLI_806844D7,57,1,314.21,4,2,4,424,10,Skin Bloom
CLI_806875AF,474,1,283.92,1,2,4,124,7,Skin SOS
CLI_80688DBF,258,1,148.58,3,2,2,322,7,Skin Bloom
CLI_806C96D3,181,1,363.6,3,2,4,324,9,Skin Bloom
CLI_806E10F2,58,1,153.45,4,2,2,422,8,Skin Bloom
CLI_806EEFE4,252,1,130.92,3,2,2,322,7,Skin Bloom
CLI_80739D76,157,1,134.92,4,2,2,422,8,Skin Bloom
CLI_80741766,32,1,345.18,5,2,4,524,11,Skin Bloom
CLI_8074EE48,32,1,60.74,5,2,1,521,8,Skin Bloom
CLI_8076AD1C,194,1,120.44,3,2,1,321,6,Skin Bloom
CLI_807A1A7B,474,1,119.18,1,2,1,121,4,Skin SOS
CLI_807EE718,510,1,385.36,1,2,4,124,7,Skin SOS
CLI_8080E7AD,401,1,139.49,2,2,2,222,6,Skin SOS
CLI_80810B16,220,1,183.27,3,2,3,323,8,Skin Bloom
CLI_808130AD,236,1,169.9,3,2,3,323,8,Skin Bloom
CLI_80823E7C,171,1,158.97,3,2,2,322,7,Skin Bloom
CLI_80826F16,541,1,145.49,1,2,2,122,5,Skin SOS
CLI_80829A51,536,1,171.86,1,2,3,123,6,Skin SOS
CLI_80832C6D,333,1,135.82,2,2,2,222,6,Skin SOS
CLI_8083CF3B,404,2,148.93,2,5,2,252,9,Skin Bloom
CLI_80872A2B,14,2,376.03,5,5,4,554,14,Skin Glow
CLI_8087CA68,88,1,177.45,4,2,3,423,9,Skin Bloom
CLI_8089FD09,403,1,207.2,2,2,3,223,7,Skin SOS
CLI_808A5095,138,1,189.0,4,2,3,423,9,Skin Bloom
CLI_808CD0EC,347,1,117.6,2,2,1,221,5,Skin SOS
CLI_808D2C97,151,1,195.69,4,2,3,423,9,Skin Bloom
CLI_8091CE31,210,1,169.9,3,2,3,323,8,Skin Bloom
CLI_809240C4,531,1,325.08,1,2,4,124,7,Skin SOS
CLI_80953B8F,323,1,107.23,2,2,1,221,5,Skin SOS
CLI_8097338B,418,1,93.63,2,2,1,221,5,Skin SOS
CLI_80985372,495,1,287.12,1,2,4,124,7,Skin SOS
CLI_8099E0C6,74,2,149.43,4,5,2,452,11,Skin Glow
CLI_8099E1C5,99,1,159.9,4,2,2,422,8,Skin Bloom
CLI_809AECBE,232,1,186.29,3,2,3,323,8,Skin Bloom
CLI_809B721C,219,1,233.85,3,2,3,323,8,Skin Bloom
CLI_809ED119,101,2,448.87,4,5,5,455,14,Skin Glow
CLI_809F1539,268,1,166.64,3,2,3,323,8,Skin Bloom
CLI_80A1BBD2,521,1,127.89,1,2,2,122,5,Skin SOS
CLI_80A26659,265,3,504.38,3,5,5,355,13,Skin Glow
CLI_80A4751B,289,1,262.96,3,2,4,324,9,Skin Bloom
CLI_80AA00DB,392,1,148.7,2,2,2,222,6,Skin SOS
CLI_80AA0746,47,1,260.11,5,2,4,524,11,Skin Bloom
CLI_80AA5608,180,2,265.84000000000003,3,5,4,354,12,Skin Glow
CLI_80AA70BA,32,3,340.98,5,5,4,554,14,Skin Glow
CLI_80AA74E3,498,1,139.86,1,2,2,122,5,Skin SOS
CLI_80AACE0F,187,1,83.6,3,2,1,321,6,Skin Bloom
CLI_80AC6E35,42,1,146.87,5,2,2,522,9,Skin Bloom
CLI_80ACEB63,546,1,130.72,1,2,2,122,5,Skin SOS
CLI_80AD3415,420,1,76.93,2,2,1,221,5,Skin SOS
CLI_80AFAD3A,53,2,590.47,4,5,5,455,14,Skin Glow
CLI_80B14F0F,20,2,298.04,5,5,4,554,14,Skin Glow
CLI_80B237EB,148,2,933.68,4,5,5,455,14,Skin Glow
CLI_80B28515,328,1,176.61,2,2,3,223,7,Skin SOS
CLI_80B4A1AB,188,1,145.22,3,2,2,322,7,Skin Bloom
CLI_80B69C9C,395,1,96.63,2,2,1,221,5,Skin SOS
CLI_80B864C8,522,1,132.33,1,2,2,122,5,Skin SOS
CLI_80B8D161,538,1,367.76,1,2,4,124,7,Skin SOS
CLI_80B994ED,319,1,137.58,2,2,2,222,6,Skin SOS
CLI_80BAAF2A,429,1,118.15,1,2,1,121,4,Skin SOS
CLI_80BAEF2A,128,1,156.93,4,2,2,422,8,Skin Bloom
CLI_80BAF756,480,1,108.83,1,2,1,121,4,Skin SOS
CLI_80BBBFF3,200,3,327.73,3,5,4,354,12,Skin Glow
CLI_80BC0888,261,1,119.92,3,2,1,321,6,Skin Bloom
CLI_80BC2754,406,1,248.95,2,2,3,223,7,Skin SOS
CLI_80BD625C,91,2,181.18,4,5,3,453,12,Skin Glow
CLI_80BEDDF6,365,2,565.76,2,5,5,255,12,Skin Bloom
CLI_80C01C37,261,1,144.62,3,2,2,322,7,Skin Bloom
CLI_80C07F91,463,1,266.77,1,2,4,124,7,Skin SOS
CLI_80C07FB9,472,1,158.49,1,2,2,122,5,Skin SOS
CLI_80C30B44,94,1,239.2,4,2,3,423,9,Skin Bloom
CLI_80C3BCA1,33,1,291.91,5,2,4,524,11,Skin Bloom
CLI_80C4F29E,192,3,1094.43,3,5,5,355,13,Skin Glow
CLI_80C51B74,401,1,916.4,2,2,5,225,9,Skin SOS
CLI_80C55C08,479,1,127.88,1,2,2,122,5,Skin SOS
CLI_80C579FF,31,1,116.9,5,2,1,521,8,Skin Bloom
CLI_80C74B74,487,1,237.92,1,2,3,123,6,Skin SOS
CLI_80C86C57,356,2,514.29,2,5,5,255,12,Skin Bloom
CLI_80CA66BA,228,1,185.1,3,2,3,323,8,Skin Bloom
CLI_80CC89B0,419,1,170.27,2,2,3,223,7,Skin SOS
CLI_80CCA5FD,101,1,98.94,4,2,1,421,7,Skin Bloom
CLI_80CCD024,132,1,112.15,4,2,1,421,7,Skin Bloom
CLI_80CE3F54,15,9,3952.41,5,5,5,555,15,Skin Glow
